;Website;General rating;Title;Company;Company_type;Company_sector;Country;City;Summary;Date;Job_id;Job_url
0;indeed;3;Junior Data Scientist / Artificial Intelligence Consultant (...;DELOITTE;Large Enterprise (+5000 employees);Audit, Consulting, Financial Advisory, Risk Management, and Tax services;LUXEMBOURG;Luxembourg;Gather raw data and create data visualization scenarios, as well as dashboards under the guidance of project team. Strong data & logical analysis skills.;30 day ago;28d4deef19937a4a;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=28d4deef19937a4a
1;linkedin;3;Paid Internship in DataScience - 4/6 Months (m/f);PROCTER & GAMBLE;Large Enterprise (+5000 employees);Consumer Goods, Marketing, Advertising;SWITZERLAND;Petit Lancy;;21 day ago;2714546638;https://ch.linkedin.com/jobs/view/paid-internship-in-datascience-4-6-months-m-f-at-procter-gamble-2714546638?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=3cC%2B6%2FR42oSUFjBtuNOIMQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
2;indeed;3;Junior Data Scientist;ADIDAS;Large Enterprise (+5000 employees);apparel, footwear, premium fashion, sports brand, football, running, training, basketball, originals;NETHERLANDS;Amsterdam;Experience on data aggregations, data models and operationalization of data mining algorithms. Scope: Accountable for defined area of data science practices.; day ago;3eefff157d4f3b9e;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=3eefff157d4f3b9e
3;indeed;3;Junior Data Scientist;DECATHLON;Large Enterprise (+5000 employees);Sports, Vente, Conception;NETHERLANDS;Amsterdam;Thus you will be responsible for the complete data pipeline. 0-2 years of experience in the field of data science. Performing analysis to test business ideas.;5 day ago;87d455719f00967d;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=87d455719f00967d
4;linkedin;3;Junior Data Scientist;DECATHLON NEDERLAND;Large Enterprise (+5000 employees);Sports, Vente, Conception;NETHERLANDS;Amsterdam;;5 day ago;2739848936;https://nl.linkedin.com/jobs/view/junior-data-scientist-at-decathlon-nederland-2739848936?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=%2BV8Q1lW7wbPYb3l4waBu%2Fw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
5;indeed;3;Paid Internship in DataScience - 4/6 Months (m/f);PROCTER & GAMBLE;Large Enterprise (+5000 employees);Consumer Goods, Marketing, Advertising;SWITZERLAND;Lancy;Report a senior data scientist, be co-located within a DataScience and Analytics team, part of P&G's global DataScience organization.;4 day ago;8ec738286366de75;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=8ec738286366de75
6;linkedin;3;Junior Data Scientist;ADIDAS;Large Enterprise (+5000 employees);apparel, footwear, premium fashion, sports brand, football, running, training, basketball, originals;NETHERLANDS;Amsterdam;;<1 day ago;2737679507;https://nl.linkedin.com/jobs/view/junior-data-scientist-at-adidas-2737679507?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=fdaB6tuGHC5qgrq5w4LHpQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
7;indeed;3;Junior Data Scientist;ARCELORMITTAL;Large Enterprise (+5000 employees);long and flat-rolled steel, automotive steel, tubular products, high-strength steel, iron ore mining, coal mining, research and development, industry 4.0, digital industry;LUXEMBOURG;Esch-sur-Alzette;Objectives: • Data cleaning and harmonization from various data sources. Mandatory skills: • Strong understanding and at least one-year hands-on experience with…;30 day ago;517b2e4fa9546096;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=517b2e4fa9546096
8;linkedin;2;Data Scientist III - Partner Marketing;EXPEDIA GROUP;Large Enterprise (+5000 employees);Technology, Travel, Ecommerce, Sales, Hotels, Big Data, Mobile, Business Development, SEO, SEM, Hospitality, Airfare;SWITZERLAND;Geneva;;30 day ago;2723320436;https://ch.linkedin.com/jobs/view/data-scientist-iii-partner-marketing-at-expedia-group-2723320436?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=zHiPNXTchNEx%2BoGgfIyFjQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
9;linkedin;2;Data Scientist;CORONA DIRECT;Large Enterprise (+5000 employees);Unknown;BELGIUM;Brussels Metropolitan Area;;14 day ago;2706640626;https://be.linkedin.com/jobs/view/data-scientist-at-corona-direct-2706640626?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=ygbw6vzw9g3CijSIcTO4gw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
10;indeed;2;Data Scientist Algorithms;ADYEN;Large Enterprise (+5000 employees);online payment service, online payment system, online payment processing, payment service provider, online payment solution, online payment gateway, merchant services, mobile payments, Point-of-Sale payments, global acquiring, risk management, ecommerce, card terminals, card payments, compliance, Checkout;NETHERLANDS;Amsterdam;Working experience with big data technologies and ETLs is also required. You will be responsible for building and interpreting algorithms that power data…;27 day ago;7a1995c8609aee63;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=7a1995c8609aee63
11;indeed;2;Data Scientist - Beauty Care - Supply Chain;HENKEL;Large Enterprise (+5000 employees);Adhesive Technologies, Beauty Care, Laundry and Home Care;NETHERLANDS;Amsterdam;Masters data scientific tools to find solutions for challenges in the realm of both big and small data. Solves complex business problems with data.; day ago;c44c44b56291403e;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=c44c44b56291403e
12;indeed;2;Data Scientist;CAREPAY;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;CarePay is looking to hire a data scientist for our Amsterdam or Nairobi team. Together with data analysts, engineers, and other data scientists, you will work…;28 day ago;14d46b4cb2a9676d;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=14d46b4cb2a9676d
13;indeed;2;Lead Data Scientist;NOSTICS;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam Zuid;As Lead Data Scientist, you will first and foremost be a hands-on Data Scientist and you will be responsible for generating accurate insights form the lab data.; day ago;53c249982cb6a178;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=53c249982cb6a178
14;linkedin;2;Data Scientist;CORONA DIRECT;Large Enterprise (+5000 employees);Unknown;BELGIUM;Brussels;;21 day ago;2714747322;https://be.linkedin.com/jobs/view/data-scientist-at-corona-direct-2714747322?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=u0Xr691YW9Kn%2Bja9CFQMJA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
15;indeed;2;Medior Data Scientist;KPMG;Large Enterprise (+5000 employees);Advisory, Tax, Audit;NETHERLANDS;Amstelveen;Working with experienced data engineers and scientists. Our data scientists are in direct contact with our clients to find out their needs and create fitting,…;6 day ago;002ca48995e8dc5e;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=002ca48995e8dc5e
16;linkedin;2;Data Scientist, Analytics II;EXPEDIA GROUP;Large Enterprise (+5000 employees);Technology, Travel, Ecommerce, Sales, Hotels, Big Data, Mobile, Business Development, SEO, SEM, Hospitality, Airfare;SWITZERLAND;Geneva;;14 day ago;2724981643;https://ch.linkedin.com/jobs/view/data-scientist-analytics-ii-at-expedia-group-2724981643?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=FwwycHCfMCLI9gqZDnmyVQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
17;indeed;2;Data Scientist;KNAB;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;The Expert Center Data consist of 24 young professionals with a big heart for Data, covering domains data science, data engineering, data management & data…;14 day ago;a368d5610006fa57;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=a368d5610006fa57
18;indeed;2;Research Data Scientist;MIELE X;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;Take a company wide perspective and generalize problems and data solutions with long term impact to Miele X, acting responsibly with respect to data privacy,…;19 day ago;bdc2fa6b5825b58a;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&advn=5857448119306234&vjk=bdc2fa6b5825b58a
19;linkedin;2;Data Scientist;TOPTAL;Large Enterprise (+5000 employees);Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB;LUXEMBOURG;Luxembourg;;14 day ago;2731794580;https://lu.linkedin.com/jobs/view/data-scientist-at-toptal-2731794580?refId=to5kHmeUXgO0iSlk%2FDGCaA%3D%3D&trackingId=vk9Bb9Zye0Qa4XH%2B6zq%2FOA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
20;indeed;2;Research Data Scientist;MIELE-X;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;Take a company wide perspective and generalize problems and data solutions with long term impact to Miele X, acting responsibly with respect to data privacy,…;21 day ago;76b49e5d0ccb76d6;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&advn=5309530205622305&vjk=76b49e5d0ccb76d6
21;indeed;2;ING is looking for a passionate Data Scientist;ING;Large Enterprise (+5000 employees);Banking, Personal Banking, Wholesale Banking, FinTech, Retail Banking, Online Banking, Private banking, Mobile banking, Mobile payments, Innovation, agile, blockchain, Sustainability;NETHERLANDS;Amsterdam+3 plaatsen;You support the squad’s product owners with refining and planning vague business questions into sprints and deliver in collaboration with other data scientist…;4 day ago;5e62414de7a27051;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=5e62414de7a27051
22;linkedin;2;Data Scientist;EURANOVA;Large Enterprise (+5000 employees);Engineering, Management, Architecture, Data Analytics, IT Analytics, Data Science, Machine Learning;BELGIUM;Ottignies-Louvain-la-Neuve;;28 day ago;2710243116;https://be.linkedin.com/jobs/view/data-scientist-at-euranova-2710243116?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=VtHU%2Fp55ttW1vY4OhvFcSA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
23;linkedin;2;Principal Data Scientist;ACA IT-SOLUTIONS;Large Enterprise (+5000 employees);Enterprise Application Development, ECM Document Management (Alfresco), Enterprise Portal Solutions, Mobile Solutions, Consultancy & Training, JIRA Project Management, Enterprise Content Management, Confluence Collaboration Tools, Outsourcing, Consultancy, Blockchain;BELGIUM;Flemish Region;;<1 day ago;2742663295;https://be.linkedin.com/jobs/view/principal-data-scientist-at-aca-it-solutions-2742663295?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=ghz47V5K7em6oGpeoiSXHg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
24;linkedin;2;Data Scientist;AG INSURANCE;Large Enterprise (+5000 employees);Insurance;BELGIUM;Brussels Metropolitan Area;;7 day ago;2738558961;https://be.linkedin.com/jobs/view/data-scientist-at-ag-insurance-2738558961?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=ct%2BZj3JKdjFvuliKoVyPsA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
25;linkedin;2;Data Scientist;PAUWELS CONSULTING;Large Enterprise (+5000 employees);Projectsourcing, Engineering, Life Sciences, IT, Corporate Recruitment, Consultancy;BELGIUM;Brussels;;7 day ago;2710448405;https://be.linkedin.com/jobs/view/data-scientist-at-pauwels-consulting-2710448405?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=k7VXmbf1MzsJO7M8cp1NQA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
26;linkedin;2;Data Scientist;TOPTAL;Large Enterprise (+5000 employees);Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB;BELGIUM;Brussels;;<1 day ago;2745717411;https://be.linkedin.com/jobs/view/data-scientist-at-toptal-2745717411?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=SAKFUll4intCYSJlLKxDwQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
27;indeed;2;Junior Business Analyst / Data Analyst;COGNIZANT TECHNOLOGY SOLUTIONS;Large Enterprise (+5000 employees);Interactive, Intelligent Process Automation, Digital Engineering, Industry & Platform Solutions, Internet of Things, Artificial Intelligence, Cloud, Data , Healthcare, Banking, Finance , Fintech, Manufacturing, Retail, Technology , Salesforce ;BELGIUM;Brussel;Collaborate with business data owners/data stewards to understand their data, their data needs and business context. Knowledge on data mapping / mining.;15 day ago;b0542ab5ea81665a;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=b0542ab5ea81665a
28;linkedin;2;Data Scientist III;EXPEDIA GROUP;Large Enterprise (+5000 employees);Technology, Travel, Ecommerce, Sales, Hotels, Big Data, Mobile, Business Development, SEO, SEM, Hospitality, Airfare;SWITZERLAND;Geneva;;28 day ago;2742688615;https://ch.linkedin.com/jobs/view/data-scientist-iii-at-expedia-group-2742688615?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=TBJKRQjbGt6M2HCmUaRpkg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
29;linkedin;2;Data Scientist;SOLVAY;Large Enterprise (+5000 employees);Chemistry;BELGIUM;Brussels;;30 day ago;2722494731;https://be.linkedin.com/jobs/view/data-scientist-at-solvay-2722494731?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=ZlS1NA8OklBG2R40rAXnhA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
30;linkedin;2;Data Scientist .;TELENET;Large Enterprise (+5000 employees);Internet, Television, Telephony, Entertainment;BELGIUM;Mechelen;;14 day ago;2339032915;https://be.linkedin.com/jobs/view/data-scientist-at-telenet-2339032915?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=d2GcoXwWRsNoOcoVxNBd0A%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
31;linkedin;2;Data Scientist;EXPERIS BELGIUM;Large Enterprise (+5000 employees);IT, Healthcare, Executive, Technology;BELGIUM;Brussels;;3 day ago;2743452151;https://be.linkedin.com/jobs/view/data-scientist-at-experis-belgium-2743452151?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=WNc2NADvREKiM9z0Eky%2BWQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
32;linkedin;2;ML Data Scientist;COGNIZANT;Large Enterprise (+5000 employees);Interactive, Intelligent Process Automation, Digital Engineering, Industry & Platform Solutions, Internet of Things, Artificial Intelligence, Cloud, Data , Healthcare, Banking, Finance , Fintech, Manufacturing, Retail, Technology , Salesforce ;BELGIUM;Brussels;;28 day ago;2745212925;
33;indeed;2;Risk Data Scientist;SIA PARTNERS;Large Enterprise (+5000 employees);Banking, Energy & Environment, HR &  Transformation, Manufacturing, Telecommunications, Actuarial Sciences, Government, CFO Advisory, CIO Advisory, Data Science, Insurance, Transportation & Logistics, Marketing & Customer Experience, Digital Transformation, Change Management, Procurement & Sourcing, Corporate Strategy, Operational Excellence, Healthcare;NETHERLANDS;Amsterdam Oost;As a risk data scientist you will be working on various client projects as well as on building our own Sia AI solutions, together with our French Data…;17 day ago;34ca6685ee8417fe;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=34ca6685ee8417fe
34;indeed;2;GoDataDriven - Data Scientist;XEBIA GROUP;Large Enterprise (+5000 employees);IT Consultancy, Continuous Delivery, Offshore Services, Deployment Automation, Digital Transformation, Agile Transformations, Agile Product Management, DevOps, Big Data & Data Science, Cloud Infrastructures, Agile Software Development, Blockchain, Quality & Test Automation, Classroom Training, In-Company Training, Artificial intelligence, Machine Learning;NETHERLANDS;Amsterdam Oost+1 plaats•Tijdelijk thuiswerken;To make data intensive-applications work effectively and securely. Together with a machine learning engineer or data engineer, you help to get the model into…;30 day ago;2ca1e2a5abafc3ad;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=2ca1e2a5abafc3ad
35;linkedin;2;Data Analysis and Data Science Associate (m/f);PWC LUXEMBOURG;Large Enterprise (+5000 employees);Assurance, Tax, Advisory;LUXEMBOURG;Luxembourg;;30 day ago;2721394748;https://lu.linkedin.com/jobs/view/data-analysis-and-data-science-associate-m-f-at-pwc-luxembourg-2721394748?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=lnM3g0piD1lZtci%2B8dlrhQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
36;indeed;2;NLP Data Scientist;ING;Large Enterprise (+5000 employees);Banking, Personal Banking, Wholesale Banking, FinTech, Retail Banking, Online Banking, Private banking, Mobile banking, Mobile payments, Innovation, agile, blockchain, Sustainability;NETHERLANDS;Amsterdam;As an NLP data scientist, you understand business needs, perform data preprocessing and analysis, and build machine learning models for speech and text data to…;30 day ago;c763e65c4faf43bc;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=c763e65c4faf43bc
37;linkedin;2;Data Scientist II, Alexa;AMAZON;Large Enterprise (+5000 employees);e-Commerce, Retail, Operations, Internet;LUXEMBOURG;Luxembourg;;<1 day ago;2688451004;https://lu.linkedin.com/jobs/view/data-scientist-ii-alexa-at-amazon-2688451004?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=sq%2F0goP3u73LyCLH2I6rsQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
38;linkedin;2;Data Scientist, Inventory Management;AMAZON;Large Enterprise (+5000 employees);e-Commerce, Retail, Operations, Internet;LUXEMBOURG;Luxembourg;;7 day ago;2658207200;https://lu.linkedin.com/jobs/view/data-scientist-inventory-management-at-amazon-2658207200?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=DsoZDrhJ4Ou%2FEjb3ClO4vQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
39;linkedin;2;Data Scientist;AMAZON;Large Enterprise (+5000 employees);e-Commerce, Retail, Operations, Internet;LUXEMBOURG;Luxembourg;;7 day ago;2705288215;https://lu.linkedin.com/jobs/view/data-scientist-at-amazon-2705288215?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=567Y5V38yWhmwZObkhsI8A%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
40;linkedin;2;Data Scientist;TOPTAL;Large Enterprise (+5000 employees);Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB;SWITZERLAND;Geneva;;<1 day ago;2745720042;https://ch.linkedin.com/jobs/view/data-scientist-at-toptal-2745720042?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=vSE0KfD2hlj5L3TDCLX%2BYg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
41;linkedin;2;Data Scientist;TOPTAL;Large Enterprise (+5000 employees);Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB;SWITZERLAND;Geneva;;14 day ago;2731795758;https://ch.linkedin.com/jobs/view/data-scientist-at-toptal-2731795758?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=wHVltl9FNNlCxMussgjSaA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
42;indeed;2;Data Scientist - Amsterdam;C3 AI;Large Enterprise (+5000 employees);Platform as a Service (PaaS), Big Data, Data Science, Machine Learning, Cloud Computing, Enterprise Software Solutions, Predictive Analytics, Software as a Service (SaaS), Big Data Analytics Platform, Artificial Intelligence, Enterprise AI, CRM;NETHERLANDS;Amsterdam;Collaborating with data and subject matter experts from C3 AI and its customer teams to seek, understand, validate, interpret, and correctly use new data…;30 day ago;14ae50fb93357f5d;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=40&lang=en&vjk=14ae50fb93357f5d
43;indeed;2;Data Scientist - People Analytics;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;Strong skills in storytelling with data and translating business problems into data problems. Strong knowledge of data management (engineering, data pipelines,…;30 day ago;cd460dc22fcd16e1;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=40&lang=en&vjk=cd460dc22fcd16e1
44;linkedin;2;FULL STACK DATA SCIENTIST;RICHEMONT;Large Enterprise (+5000 employees);Jewellery, Watches, Leather goods, Writing instruments, Fashion, Accessories, Prestige Products, Luxury;SWITZERLAND;Bellevue;;7 day ago;2662223261;https://ch.linkedin.com/jobs/view/full-stack-data-scientist-at-richemont-2662223261?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=MjOVSMZwVF6NY5mZurO74g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
45;indeed;2;Principal Data Scientist, Amsterdam or Remote Europe;ATLASSIAN;Large Enterprise (+5000 employees);b2b enterprise software, bug tracker, issue tracker, enterprise wiki, corporate wiki, business wiki, team collaboration, project management, downtime communication;NETHERLANDS;Amsterdam•Thuiswerken;You have experience in building business impacting analytic solutions and experience using data to influence operational teams.;30 day ago;9efe8213a889f828;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=9efe8213a889f828
46;indeed;2;Data Science Model Validator;ING;Large Enterprise (+5000 employees);Banking, Personal Banking, Wholesale Banking, FinTech, Retail Banking, Online Banking, Private banking, Mobile banking, Mobile payments, Innovation, agile, blockchain, Sustainability;NETHERLANDS;Amsterdam;ING is in the forefront of digital banking and there is a huge talent pool of data scientists working on different kinds of data science models within the…;7 day ago;90297a4b07193018;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=90297a4b07193018
47;indeed;2;Junior Data Scientist;IRECKONU;Small-sized Enterprise (11-50 employees);hotel software, hospitality, operational excellence, guest experience, guest intelligence, data science, hotel finance;NETHERLANDS;Amsterdam;As a data scientist you try to support hotels in the transition towards data-driven decision making. You will collaborate with the medior and senior data…;11 day ago;dcf4b59879b34154;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=dcf4b59879b34154
48;indeed;2;In Vivo Data Scientist;UNIQURE;Large Enterprise (+5000 employees);aav, glybera, lpl;NETHERLANDS;Amsterdam;As a data scientist you are involved in designing, setting up and maintaining the data management system, planning in vivo experiments (primarily mice and rats)…;27 day ago;23c5b10f81b77733;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=23c5b10f81b77733
49;indeed;2;Data Scientist - All Europe;MAJOREL CORPORATE;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;The data scientist is responsible for overseeing the collection, storage and interpretation of data for businesses. Build tools to automate data collection.;30 day ago;d8ce60fd4f974a6a;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=d8ce60fd4f974a6a
50;indeed;2;Data Science Consultant;AMSTERDAM DATA COLLECTIVE;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;Clear vision on high-quality data science and data modelling. Amsterdam Data Collective is a full-stack data-science agency that helps build data-driven…;30 day ago;e31ae85871d2e826;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=e31ae85871d2e826
