;Website;General rating;Title;Company;Company_type;Company_sector;Country;City;Summary;Date;Job_id;Job_url
51;indeed;2;Data Scientist Amsterdam, Netherlands Information Technology;PHILIP MORRIS INTERNATIONAL;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;Interact not only with other fellow data scientists and business partners, but also with data engineers, DevOps, data architects, security and privacy experts,…;30 day ago;38d998cb0fc859a5;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=38d998cb0fc859a5
52;linkedin;2;Data Scientist;TOPTAL;Large Enterprise (+5000 employees);Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB;LUXEMBOURG;Luxembourg;;<1 day ago;2745717136;https://lu.linkedin.com/jobs/view/data-scientist-at-toptal-2745717136?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=wMQnWqjkaYTmHA%2FcOzwZaA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
53;indeed;2;Data Scientist - Global Operations Advanced Analytics;ADIDAS;Large Enterprise (+5000 employees);apparel, footwear, premium fashion, sports brand, football, running, training, basketball, originals;NETHERLANDS;Amsterdam;The Data Scientists in the Brand Advanced Analytics team will support the development of data science methods for specific use cases across the full analytics…;30 day ago;816704302e89fc3f;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=816704302e89fc3f
54;linkedin;2;Junior Data Scientist;MOZZENO;Medium-sized Enterprise (51-250 employees);lending, financing, collaborative, personal loans, business loans;BELGIUM;Wavre;;5 day ago;2739092630;https://be.linkedin.com/jobs/view/junior-data-scientist-at-mozzeno-2739092630?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=FW%2Ft0zTu4JxIoCg4R%2F2WTA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
55;indeed;2;Data Scientist - McKinsey Analytics;MCKINSEY & COMPANY;Large Enterprise (+5000 employees);Management Consulting;NETHERLANDS;Amsterdam;You will apply data science methods to improve and optimize our clients performance needs, capture meaningful insights from data and turn them into competitive…;30 day ago;565c4e0c14611328;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=565c4e0c14611328
56;indeed;2;Data Scientist and Analytics;FORNOVA;Large Enterprise (+5000 employees);Hotels and Motels, OTAs, Competitive Intelligence, B2B Data Solutions, Market Intelligence, Distribution Intelligence for Hotels, Hotel Chains and Groups, AI and Machine Learning for Hotels, Hotel Marketing, Online Hotel Distribution, Hospitality Technology Solutions, Competitor Benchmarking, Profitability Benchmarking, Rate Shopper, Revenue Management, Market Intelligence Data, Metasearch, Google Hotel Ads, Hotel Technology, Hotel Business Intelligence, Rate Parity, Google for Hotels, Hotel Rate Shopping, Google Pay Per Stay;NETHERLANDS;Amsterdam;2 – 3 years’ experience as BI engineer / data scientist / data analyst – Must. Maintain and improve the data pipeline. Open new opportunities out of the data.;30 day ago;c6a753e1e9260d29;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=c6a753e1e9260d29
57;indeed;2;Data Scientist - Insights;CATAWIKI;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;You're a SQL Ninja who is not afraid of handling large volumes of data. Work with cross functional teams to find trends and opportunities in the data and make…;30 day ago;31f48fd9c8a7e509;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=31f48fd9c8a7e509
58;indeed;2;Data Scientist;AKZONOBEL;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;Effectively partner within peer data scientists, management, and operational users to make data accurate and to make the process to manage data efficient.;30 day ago;961c80dd31784dca;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=961c80dd31784dca
59;linkedin;2;Data Scientist;UBER;Large Enterprise (+5000 employees);Advertising, Design, Branding, Digital, Marketing, In Store, Outdoor, Social Media;NETHERLANDS;Amsterdam;;14 day ago;2705879259;https://nl.linkedin.com/jobs/view/data-scientist-at-uber-2705879259?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=Ixd4z2QSLJ%2Fuu%2F8o2a9BrA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
60;indeed;2;Data Scientist;BRAUN RECRUITMENT;Large Enterprise (+5000 employees);Werving & Selectie, Headhunting, Recruitment;NETHERLANDS;Amsterdam;We’re looking for an ambitious starter, with a master’s degree in computer science, artificial intelligence, data science, econometrics, business analytics or…;21 day ago;48d0723eb1e3bd70;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=48d0723eb1e3bd70
61;indeed;2;Internship - Data Scientist;SOPRA STERIA PSF LUXEMBOURG;Unknown;Unknown;LUXEMBOURG;Luxembourg;Sopra Steria is looking for a *“Data scientist Intern”* in order to reinforce the team. Study the potential of Artificial Intelligence in Banking to identify…;26 day ago;4ca3aba62b7f6479;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=4ca3aba62b7f6479
62;linkedin;2;Data Scientist (F/M) - BE832160;FYTE;Large Enterprise (+5000 employees);Recruitment, Purchasing and Logistics, Finance & Accounting, Legal & Social, Human resources, Sales & Marketing, Digital & Web, IT Systems, Luxury & Retail, Engineers and Technicians, Clerical and Secretarial, Recrutement, Finance, Comptabilité, Digital, Webmarketing, Ressources Humaines, Juridique, Assistanat, Administration des Ventes, Commercial, Marketing, Life Sciences, Dev, Technology;BELGIUM;Brussels;;2 day ago;2735125860;https://be.linkedin.com/jobs/view/data-scientist-f-m-be832160-at-fyte-2735125860?refId=CyVS1PswljJpH9mdEjRa1Q%3D%3D&trackingId=R6gjOd1ivBwKXIrWw4P41w%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
63;indeed;2;Data Scientist - Climate Analytics;MCKINSEY & COMPANY;Large Enterprise (+5000 employees);Management Consulting;BELGIUM;Brussel•Tijdelijk thuiswerken;McKinsey’s Climate Analytics team is a small, close-knit team of ~10 within a broader team called Sustainability Insights composed of data scientists, engineers…;30 day ago;d2029fc7469e30b4;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=d2029fc7469e30b4
64;indeed;2;Data Scientist;FLUXYS;Large Enterprise (+5000 employees);Unknown;BELGIUM;Brussel;Experience in business intelligence/data analytics. Modern data warehouse and data lake concepts and tools such as Azure Data Lake™, Azure Analysis Services™,…;30 day ago;fa8132304cb91f56;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=fa8132304cb91f56
65;linkedin;2;Data Scientist Insights;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;;7 day ago;2663114541;https://nl.linkedin.com/jobs/view/data-scientist-insights-at-booking-com-2663114541?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=errPSZHt9v6TJvc%2BUSjL4g%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
66;indeed;2;Data Scientist - ACRE, Geospatial & Agriculture Analytics;MCKINSEY & COMPANY;Large Enterprise (+5000 employees);Management Consulting;BELGIUM;Brussel;You will use global data such as geospatial, biological, economic and climatological data to develop proprietary solutions.;30 day ago;3d44c1d1f05e2abf;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=3d44c1d1f05e2abf
67;linkedin;2;Data Scientist;ATOS;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;;28 day ago;2706670122;https://nl.linkedin.com/jobs/view/data-scientist-at-atos-2706670122?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=RO225dHuvy1ioE0MzvfVsg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
68;linkedin;2;Data Scientist;PHILIPS;Large Enterprise (+5000 employees);Healthcare, Medical Devices, Health systems, Cardiology, Healthtech, Oncology, Respiratory, Fertility, pregnancy, Connected Care;NETHERLANDS;Amsterdam;;21 day ago;2719809156;https://nl.linkedin.com/jobs/view/data-scientist-at-philips-2719809156?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=Lcbl367O%2FqS1ZIv4V3fgLA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
69;indeed;2;Data Scientist;SOLVAY;Large Enterprise (+5000 employees);Chemistry;BELGIUM;Brussel;Gather, transform & clean the necessary data. Support data analysts in industrializing their advanced analytics projects. Good communication skills in English.;30 day ago;5a729eaaf5cfbf03;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=5a729eaaf5cfbf03
70;indeed;2;Data Scientist;TEST-ACHATS;Large Enterprise (+5000 employees);Hotelreservierung zu Messen und Kongresse, Hotelzimmervermittlung, Veranstaltungsorganisation, Eventmanagement, Travel Management, MICE;BELGIUM;Brussel;Interact with our internal customers to understand their Analytics needs. Co-design, co-develop, deploy and maintain advanced Analytic models in support of…;30 day ago;5f63a4e97ab80a20;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=5f63a4e97ab80a20
71;indeed;2;Data Scientist for Supply Chain Analytics;PROCTER & GAMBLE;Large Enterprise (+5000 employees);Consumer Goods, Marketing, Advertising;BELGIUM;Brussel;You will act as primary evangelist for the power of technology, data, and predictive and prescriptive analysis.;4 day ago;346771b507240da7;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=346771b507240da7
72;linkedin;2;Data Scientist Insights - Customer Center Data - Accommodation;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;;21 day ago;2723644633;https://nl.linkedin.com/jobs/view/data-scientist-insights-customer-center-data-accommodation-at-booking-com-2723644633?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=wA%2FBUaugEnqXUTOkTj3jfw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
73;indeed;2;Data Scientist;EXPERIS BELGIUM;Large Enterprise (+5000 employees);IT, Healthcare, Executive, Technology;BELGIUM;Brussel;You have strong skills in programming, techniques and methods of statistics, machine learning , data mining and data visualization , and a good understanding of…;18 day ago;a6d0a9b011195c75;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&advn=5420367237490636&vjk=a6d0a9b011195c75
74;linkedin;2;Data Scientist Insights - Segments - Accommodation;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;;14 day ago;2707115399;https://nl.linkedin.com/jobs/view/data-scientist-insights-segments-accommodation-at-booking-com-2707115399?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=Kh1DbI%2FR5jNjLyPG4CztyA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
75;indeed;2;Data Scientist III - Partner Marketing;EXPEDIA;Large Enterprise (+5000 employees);Technology, Travel, Ecommerce, Sales, Hotels, Big Data, Mobile, Business Development, SEO, SEM, Hospitality, Airfare;SWITZERLAND;Genf;Keep abreast of latest data science development and coach the team on them. Develop a sound understanding of the business, the data and the technology stack to…;30 day ago;498847e1a7d02b0d;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=498847e1a7d02b0d
76;indeed;2;Data Scientist III;EXPEDIA;Large Enterprise (+5000 employees);Technology, Travel, Ecommerce, Sales, Hotels, Big Data, Mobile, Business Development, SEO, SEM, Hospitality, Airfare;SWITZERLAND;Genf;Keep abreast of latest data science development and coach the team on them. Develop a sound understanding of the business, the data and the technology stack to…;30 day ago;89659c46e23a6dac;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=89659c46e23a6dac
77;indeed;2;Data Scientist, Analytics II;EXPEDIA GROUP;Large Enterprise (+5000 employees);Technology, Travel, Ecommerce, Sales, Hotels, Big Data, Mobile, Business Development, SEO, SEM, Hospitality, Airfare;SWITZERLAND;Genf;Basic understanding of the fundamentals of big data architecture (streaming events, data lakes, analytics engines) and relational database models.;30 day ago;46b4b7cf3f5c4f90;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=46b4b7cf3f5c4f90
78;indeed;2;FULL STACK DATA SCIENTIST;RICHEMONT;Large Enterprise (+5000 employees);Jewellery, Watches, Leather goods, Writing instruments, Fashion, Accessories, Prestige Products, Luxury;SWITZERLAND;Bellevue;The full stack data scientist will lead end-to-end challenging data projects with a high value in terms of ensuring Group Security.;30 day ago;5792ef321e7e566f;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=5792ef321e7e566f
79;indeed;2;Data Scientist;PROCTER & GAMBLE (P&G) - SWITZERLAND;Large Enterprise (+5000 employees);Consumer Goods, Marketing, Advertising;SWITZERLAND;Lancy;You know how to tell a story with data. You have familiarity with beating data into submission with pandas, SQL, or Spark.;11 day ago;4f156f7edd1b845e;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=4f156f7edd1b845e
80;indeed;2;Data Scientist ACAPS Switzerland Geneva;NORWEGIAN REFUGEE COUNCIL;Large Enterprise (+5000 employees);Shelter, Education, Emergency Food Security and Distribution, Water, Sanitation and Hygiene Sectors, Information, Councelling and Legal Assistance, Emergency Response, corporate partnerships, Refugees, Displaced People, Internally displaced people, IDP, human rights, Youth, social impact, Camp Management;SWITZERLAND;Genf;ACAPS is looking at strengthening the quantitative data analysis capacity within the organisation. Innovative approaches to collect more reliable and timely…;14 day ago;dc478115d0ac3a1b;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=dc478115d0ac3a1b
81;indeed;2;Data Scientist (m/f);PROCTER & GAMBLE;Large Enterprise (+5000 employees);Consumer Goods, Marketing, Advertising;SWITZERLAND;Lancy;You know how to tell a story with data. You have familiarity with beating data into submission with pandas, SQL, or Spark.;4 day ago;aba2963020cc7faa;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&vjk=aba2963020cc7faa
82;linkedin;2;Data Scientist;ACCENTURE THE NETHERLANDS;Large Enterprise (+5000 employees);Management Consulting, Systems Integration and Technology, Business Process Outsourcing, Application and Infrastructure Outsourcing, Technology services, IT services, artificial intelligence, cloud, robotics, robotic process automation, blockchain, IT security, analytics, big data, mobility;NETHERLANDS;Amsterdam;;60 day ago;2717502913;https://nl.linkedin.com/jobs/view/data-scientist-at-accenture-the-netherlands-2717502913?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=ED2Jy1mYc45Zr%2FLlzGQcuQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
83;indeed;2;Internship in Health Data Science/Bioinformatics/Biostatisti...;LUXEMBOURG INSTITUTE OF HEALTH;Unknown;Unknown;LUXEMBOURG;Strassen;They will receive training in digital epidemiology research and data science and will have the opportunity to gain skills in data analysis, AI methods applied…;12 day ago;bd57fa6d8031cad1;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=30&lang=en&vjk=bd57fa6d8031cad1
84;linkedin;2;Data Scientist;PHILIPS DOMESTIC APPLIANCES;Large Enterprise (+5000 employees);Healthcare, Medical Devices, Health systems, Cardiology, Healthtech, Oncology, Respiratory, Fertility, pregnancy, Connected Care;NETHERLANDS;Amsterdam;;21 day ago;2719295845;https://nl.linkedin.com/jobs/view/data-scientist-at-philips-domestic-appliances-2719295845?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=0u13enu5YSNzxI6avfkJlg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
85;indeed;2;Internship in Health Data Science/Bioinformatics/Biostatisti...;LUXEMBOURG INSTITUTE OF HEALTH;Unknown;Unknown;LUXEMBOURG;Strassen;They will receive training in digital epidemiology research and data science and will have the opportunity to gain skills in data analysis, AI methods applied…;12 day ago;d21d392df82c50b4;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=10&lang=en&vjk=d21d392df82c50b4
86;linkedin;2;Junior Data Scientist;IRECKONU;Small-sized Enterprise (11-50 employees);hotel software, hospitality, operational excellence, guest experience, guest intelligence, data science, hotel finance;NETHERLANDS;Amsterdam;;21 day ago;2719013555;https://nl.linkedin.com/jobs/view/junior-data-scientist-at-ireckonu-2719013555?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=Lp6TfM%2FIduZAeXPYCK8Pww%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
87;indeed;2;Intern in Data Science - UI/UX development (m/f);GOODYEAR;Large Enterprise (+5000 employees);Automotive, Aviation, Commercial, Consumer, Motorcycle, Earthmover, Retread, Careers, Chemicals, Retail, Manufacturing, Engineering;LUXEMBOURG;Colmar-Berg;Design a solution in collaboration with the customer, data scientists, data engineers, and cloud engineers. Fluency in English is a must.;4 day ago;8c6832958df30dbc;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=10&lang=en&vjk=8c6832958df30dbc
88;indeed;2;Intern in Data science and Analytics (m/f);GOODYEAR;Large Enterprise (+5000 employees);Automotive, Aviation, Commercial, Consumer, Motorcycle, Earthmover, Retread, Careers, Chemicals, Retail, Manufacturing, Engineering;LUXEMBOURG;Colmar-Berg;Validate results and ideas with senior data scientists and FEA engineers. Conduct a thorough analysis of the error residuals between the 2 sets of data.;4 day ago;ed280321c2591163;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=10&lang=en&vjk=ed280321c2591163
89;indeed;2;Internship in Health Data Science/Bioinformatics/Biostatisti...;LUXEMBOURG INSTITUTE OF HEALTH;Unknown;Unknown;LUXEMBOURG;Strassen;They will receive training in digital epidemiology research and data science and will have the opportunity to gain skills in data analysis, AI methods applied…;12 day ago;4e21f344a885defe;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=4e21f344a885defe
90;linkedin;2;Data Scientist;PHILIP MORRIS INTERNATIONAL;Large Enterprise (+5000 employees);Unknown;NETHERLANDS;Amsterdam;;21 day ago;2717027353;https://nl.linkedin.com/jobs/view/data-scientist-at-philip-morris-international-2717027353?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=kGUChwPefTdqN9rsg04X1A%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
91;linkedin;2;Data Scientist Insights - Content Agency;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;;4 day ago;2637311496;https://nl.linkedin.com/jobs/view/data-scientist-insights-content-agency-at-booking-com-2637311496?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=ckfdhEw4k%2FlvFF5HMOVivQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
92;indeed;2;Machine Learning Data Scientist;TALKWALKER;Large Enterprise (+5000 employees);Crawling, Analytics, Social Media Monitoring, Big Data, Social Intelligence, Social Media, Research, Reporting, Social Listening, Consumer Intelligence, Conversational Intelligence, Voice of the Customer;LUXEMBOURG;Luxembourg;You have a strong grasp of statistics and data mining techniques. Be able to influence business and product delivery in a flexible company structure.;30 day ago;c3d70cec57e0d5d1;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=c3d70cec57e0d5d1
93;linkedin;2;Data Scientist Insights - Marketing Messaging;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;;14 day ago;2653046443;https://nl.linkedin.com/jobs/view/data-scientist-insights-marketing-messaging-at-booking-com-2653046443?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=8QGUPuVEWQ68oaL9kjwpLQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
94;linkedin;2;Data Scientist Insights - Accommodations;BOOKING.COM;Large Enterprise (+5000 employees);E-Commerce, Technology, Travel, Experiences;NETHERLANDS;Amsterdam;;<1 day ago;2645970864;https://nl.linkedin.com/jobs/view/data-scientist-insights-accommodations-at-booking-com-2645970864?refId=hPO6qy4mazidZvIA89OX1Q%3D%3D&trackingId=DqiCuWfFrZhGeYPN1AhYZg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
95;linkedin;2;Data Scientist (m/f);PROCTER & GAMBLE;Large Enterprise (+5000 employees);Consumer Goods, Marketing, Advertising;SWITZERLAND;Petit Lancy;;14 day ago;2721721208;https://ch.linkedin.com/jobs/view/data-scientist-m-f-at-procter-gamble-2721721208?refId=1sJliK4EG4mDIsjM34onrA%3D%3D&trackingId=Hj5TSdVfK7%2B1bk0IJG1s2A%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
96;indeed;2;Data Scientist M/W/X;OVIZIO IMAGING SYSTEMS;Large Enterprise (+5000 employees);Cell viability, T cells, HEK cells, Viral vectors, cGMP, CAR-T, Gene therapy, Vaccine production, Bioprocessing, Manufacturing, Cell therapy, Holographic imaging, 3D microscopy, Flow cytometry, Cell counting, Imaging living cells, Viral load detection, Machine learning software;BELGIUM;Ukkel;Improve the data presentation software to serve our Life Science customer needs. Using various dataset types (dataframes or images) and dataset sizes (from…;15 day ago;f751c45774837188;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=0&lang=en&vjk=f751c45774837188
97;indeed;2;Data Integration - Data scientist;INTRASOFT INTERNATIONAL;Large Enterprise (+5000 employees);Information Technology, Public Sector Solutions, Information & Communication Services, Telcos & Enterprises Solutions, SAP Consulting, Healthcare, Transport & Education Solutions, Banking Solutions, Application Development, Outsourcing Services, Systems Integration;BELGIUM;Brussel;"Data analytics and data mining; Business intelligence technologies, including ETL, online analytical data processing, data analytics, reporting, data & text…";30 day ago;e2ee5ee5a20a1782;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=10&lang=en&vjk=e2ee5ee5a20a1782
98;indeed;2;Data Scientist (F/M);FYTE;Large Enterprise (+5000 employees);Recruitment, Purchasing and Logistics, Finance & Accounting, Legal & Social, Human resources, Sales & Marketing, Digital & Web, IT Systems, Luxury & Retail, Engineers and Technicians, Clerical and Secretarial, Recrutement, Finance, Comptabilité, Digital, Webmarketing, Ressources Humaines, Juridique, Assistanat, Administration des Ventes, Commercial, Marketing, Life Sciences, Dev, Technology;BELGIUM;Brussel;"You will lead data optimization projects ; You will transform business requests into data requirements ; You will identify high-value use cases through data…";29 day ago;4c97eeeaca08f753;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=20&lang=en&vjk=4c97eeeaca08f753
99;indeed;2;Data Scientist Analyst;GENTIS RECRUITMENT;Large Enterprise (+5000 employees);Recruitment, Staffing, Headhunting, Interim Management, IT, Engineering, Life Sciences, Oil & Gas, Freelance, Permanent, Construction, Supply Chain, Finance, Technical Sales, Digital Marketing, consulting;BELGIUM;Brussel;Work closely with data scientists & data engineers, products developers and others analyticals consultants. Use advances statistics, optimization techniques and…;30 day ago;e64d88df1e9bd20b;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=20&lang=en&vjk=e64d88df1e9bd20b
